id,ChoiceSet,Alt,Wetland,Bird,Fish,Cost,Choice,Occupation,Age
119,5,1,40,5,2,0,2,1,47
119,5,2,80,15,12,10,2,1,47
119,5,3,80,9,6,30,2,1,47
119,6,1,40,5,2,0,3,1,47
119,6,2,120,9,9,10,3,1,47
119,6,3,80,21,12,10,3,1,47
120,1,1,40,5,2,0,1,4,35
120,1,2,160,9,12,30,1,4,35
120,1,3,80,9,6,10,1,4,35
120,2,1,40,5,2,0,3,4,35
120,2,2,80,9,6,50,3,4,35
120,2,3,120,21,6,10,3,4,35
120,3,1,40,5,2,0,1,4,35
120,3,2,160,21,6,50,1,4,35
120,3,3,120,15,6,30,1,4,35
120,4,1,40,5,2,0,2,4,35
120,4,2,160,15,6,10,2,4,35
120,4,3,80,9,6,10,2,4,35
120,5,1,40,5,2,0,2,4,35
120,5,2,80,15,12,10,2,4,35
120,5,3,80,9,6,30,2,4,35
120,6,1,40,5,2,0,3,4,35
120,6,2,120,9,9,10,3,4,35
120,6,3,80,21,12,10,3,4,35
121,1,1,40,5,2,0,1,4,39
121,1,2,160,9,12,30,1,4,39
121,1,3,80,9,6,10,1,4,39
121,2,1,40,5,2,0,3,4,39
121,2,2,80,9,6,50,3,4,39
121,2,3,120,21,6,10,3,4,39
121,3,1,40,5,2,0,1,4,39
121,3,2,160,21,6,50,1,4,39
121,3,3,120,15,6,30,1,4,39
121,4,1,40,5,2,0,2,4,39
121,4,2,160,15,6,10,2,4,39
121,4,3,80,9,6,10,2,4,39
121,5,1,40,5,2,0,2,4,39
121,5,2,80,15,12,10,2,4,39
121,5,3,80,9,6,30,2,4,39
121,6,1,40,5,2,0,3,4,39
121,6,2,120,9,9,10,3,4,39
121,6,3,80,21,12,10,3,4,39
122,1,1,40,5,2,0,3,3,33
122,1,2,160,9,12,30,3,3,33
122,1,3,80,9,6,10,3,3,33
122,2,1,40,5,2,0,3,3,33
122,2,2,80,9,6,50,3,3,33
122,2,3,120,21,6,10,3,3,33
122,3,1,40,5,2,0,1,3,33
122,3,2,160,21,6,50,1,3,33
122,3,3,120,15,6,30,1,3,33
122,4,1,40,5,2,0,2,3,33
122,4,2,160,15,6,10,2,3,33
122,4,3,80,9,6,10,2,3,33
122,5,1,40,5,2,0,2,3,33
122,5,2,80,15,12,10,2,3,33
122,5,3,80,9,6,30,2,3,33
122,6,1,40,5,2,0,3,3,33
122,6,2,120,9,9,10,3,3,33
122,6,3,80,21,12,10,3,3,33
123,1,1,40,5,2,0,3,4,34
123,1,2,160,9,12,30,3,4,34
123,1,3,80,9,6,10,3,4,34
123,2,1,40,5,2,0,3,4,34
123,2,2,80,9,6,50,3,4,34
123,2,3,120,21,6,10,3,4,34
123,3,1,40,5,2,0,1,4,34
123,3,2,160,21,6,50,1,4,34
123,3,3,120,15,6,30,1,4,34
123,4,1,40,5,2,0,2,4,34
123,4,2,160,15,6,10,2,4,34
123,4,3,80,9,6,10,2,4,34
123,5,1,40,5,2,0,2,4,34
123,5,2,80,15,12,10,2,4,34
123,5,3,80,9,6,30,2,4,34
123,6,1,40,5,2,0,3,4,34
123,6,2,120,9,9,10,3,4,34
123,6,3,80,21,12,10,3,4,34
124,1,1,40,5,2,0,1,3,47
124,1,2,160,9,12,30,1,3,47
124,1,3,80,9,6,10,1,3,47
124,2,1,40,5,2,0,3,3,47
124,2,2,80,9,6,50,3,3,47
124,2,3,120,21,6,10,3,3,47
124,3,1,40,5,2,0,1,3,47
124,3,2,160,21,6,50,1,3,47
124,3,3,120,15,6,30,1,3,47
124,4,1,40,5,2,0,2,3,47
124,4,2,160,15,6,10,2,3,47
124,4,3,80,9,6,10,2,3,47
124,5,1,40,5,2,0,2,3,47
124,5,2,80,15,12,10,2,3,47
124,5,3,80,9,6,30,2,3,47
124,6,1,40,5,2,0,3,3,47
124,6,2,120,9,9,10,3,3,47
124,6,3,80,21,12,10,3,3,47
125,1,1,40,5,2,0,3,2,47
125,1,2,160,9,12,30,3,2,47
125,1,3,80,9,6,10,3,2,47
125,2,1,40,5,2,0,3,2,47
125,2,2,80,9,6,50,3,2,47
125,2,3,120,21,6,10,3,2,47
125,3,1,40,5,2,0,1,2,47
125,3,2,160,21,6,50,1,2,47
125,3,3,120,15,6,30,1,2,47
125,4,1,40,5,2,0,2,2,47
125,4,2,160,15,6,10,2,2,47
125,4,3,80,9,6,10,2,2,47
125,5,1,40,5,2,0,2,2,47
125,5,2,80,15,12,10,2,2,47
125,5,3,80,9,6,30,2,2,47
125,6,1,40,5,2,0,3,2,47
125,6,2,120,9,9,10,3,2,47
125,6,3,80,21,12,10,3,2,47
126,1,1,40,5,2,0,1,4,42
126,1,2,160,9,12,30,1,4,42
126,1,3,80,9,6,10,1,4,42
126,2,1,40,5,2,0,3,4,42
126,2,2,80,9,6,50,3,4,42
126,2,3,120,21,6,10,3,4,42
126,3,1,40,5,2,0,1,4,42
126,3,2,160,21,6,50,1,4,42
126,3,3,120,15,6,30,1,4,42
126,4,1,40,5,2,0,2,4,42
126,4,2,160,15,6,10,2,4,42
126,4,3,80,9,6,10,2,4,42
126,5,1,40,5,2,0,2,4,42
126,5,2,80,15,12,10,2,4,42
126,5,3,80,9,6,30,2,4,42
126,6,1,40,5,2,0,3,4,42
126,6,2,120,9,9,10,3,4,42
126,6,3,80,21,12,10,3,4,42
127,1,1,40,5,2,0,3,4,39
127,1,2,160,9,12,30,3,4,39
127,1,3,80,9,6,10,3,4,39
127,2,1,40,5,2,0,3,4,39
127,2,2,80,9,6,50,3,4,39
127,2,3,120,21,6,10,3,4,39
127,3,1,40,5,2,0,1,4,39
127,3,2,160,21,6,50,1,4,39
127,3,3,120,15,6,30,1,4,39
127,4,1,40,5,2,0,2,4,39
127,4,2,160,15,6,10,2,4,39
127,4,3,80,9,6,10,2,4,39
127,5,1,40,5,2,0,2,4,39
127,5,2,80,15,12,10,2,4,39
127,5,3,80,9,6,30,2,4,39
127,6,1,40,5,2,0,3,4,39
127,6,2,120,9,9,10,3,4,39
127,6,3,80,21,12,10,3,4,39
128,1,1,40,5,2,0,3,3,30
128,1,2,160,9,12,30,3,3,30
128,1,3,80,9,6,10,3,3,30
128,2,1,40,5,2,0,3,3,30
128,2,2,80,9,6,50,3,3,30
128,2,3,120,21,6,10,3,3,30
128,3,1,40,5,2,0,1,3,30
128,3,2,160,21,6,50,1,3,30
128,3,3,120,15,6,30,1,3,30
128,4,1,40,5,2,0,2,3,30
128,4,2,160,15,6,10,2,3,30
128,4,3,80,9,6,10,2,3,30
128,5,1,40,5,2,0,2,3,30
128,5,2,80,15,12,10,2,3,30
128,5,3,80,9,6,30,2,3,30
128,6,1,40,5,2,0,3,3,30
128,6,2,120,9,9,10,3,3,30
128,6,3,80,21,12,10,3,3,30
129,1,1,40,5,2,0,3,0,32
129,1,2,160,9,12,30,3,0,32
129,1,3,80,9,6,10,3,0,32
129,2,1,40,5,2,0,3,0,32
129,2,2,80,9,6,50,3,0,32
129,2,3,120,21,6,10,3,0,32
129,3,1,40,5,2,0,1,0,32
129,3,2,160,21,6,50,1,0,32
129,3,3,120,15,6,30,1,0,32
129,4,1,40,5,2,0,2,0,32
129,4,2,160,15,6,10,2,0,32
129,4,3,80,9,6,10,2,0,32
129,5,1,40,5,2,0,2,0,32
129,5,2,80,15,12,10,2,0,32
129,5,3,80,9,6,30,2,0,32
129,6,1,40,5,2,0,3,0,32
129,6,2,120,9,9,10,3,0,32
129,6,3,80,21,12,10,3,0,32
130,1,1,40,5,2,0,3,2,30
130,1,2,160,9,12,30,3,2,30
130,1,3,80,9,6,10,3,2,30
130,2,1,40,5,2,0,3,2,30
130,2,2,80,9,6,50,3,2,30
130,2,3,120,21,6,10,3,2,30
130,3,1,40,5,2,0,1,2,30
130,3,2,160,21,6,50,1,2,30
130,3,3,120,15,6,30,1,2,30
130,4,1,40,5,2,0,2,2,30
130,4,2,160,15,6,10,2,2,30
130,4,3,80,9,6,10,2,2,30
130,5,1,40,5,2,0,2,2,30
130,5,2,80,15,12,10,2,2,30
130,5,3,80,9,6,30,2,2,30
130,6,1,40,5,2,0,3,2,30
130,6,2,120,9,9,10,3,2,30
130,6,3,80,21,12,10,3,2,30
131,1,1,40,5,2,0,1,0,46
131,1,2,160,9,12,30,1,0,46
131,1,3,80,9,6,10,1,0,46
131,2,1,40,5,2,0,3,0,46
131,2,2,80,9,6,50,3,0,46
131,2,3,120,21,6,10,3,0,46
131,3,1,40,5,2,0,1,0,46
131,3,2,160,21,6,50,1,0,46
131,3,3,120,15,6,30,1,0,46
131,4,1,40,5,2,0,2,0,46
131,4,2,160,15,6,10,2,0,46
131,4,3,80,9,6,10,2,0,46
131,5,1,40,5,2,0,2,0,46
131,5,2,80,15,12,10,2,0,46
131,5,3,80,9,6,30,2,0,46
131,6,1,40,5,2,0,3,0,46
131,6,2,120,9,9,10,3,0,46
131,6,3,80,21,12,10,3,0,46
132,1,1,40,5,2,0,3,3,33
132,1,2,160,9,12,30,3,3,33
132,1,3,80,9,6,10,3,3,33
132,2,1,40,5,2,0,3,3,33
132,2,2,80,9,6,50,3,3,33
132,2,3,120,21,6,10,3,3,33
132,3,1,40,5,2,0,1,3,33
132,3,2,160,21,6,50,1,3,33
132,3,3,120,15,6,30,1,3,33
132,4,1,40,5,2,0,2,3,33
132,4,2,160,15,6,10,2,3,33
132,4,3,80,9,6,10,2,3,33
132,5,1,40,5,2,0,2,3,33
132,5,2,80,15,12,10,2,3,33
132,5,3,80,9,6,30,2,3,33
132,6,1,40,5,2,0,3,3,33
132,6,2,120,9,9,10,3,3,33
132,6,3,80,21,12,10,3,3,33
133,1,1,40,5,2,0,3,3,50
133,1,2,160,9,12,30,3,3,50
133,1,3,80,9,6,10,3,3,50
133,2,1,40,5,2,0,3,3,50
133,2,2,80,9,6,50,3,3,50
133,2,3,120,21,6,10,3,3,50
133,3,1,40,5,2,0,1,3,50
133,3,2,160,21,6,50,1,3,50
133,3,3,120,15,6,30,1,3,50
133,4,1,40,5,2,0,2,3,50
133,4,2,160,15,6,10,2,3,50
133,4,3,80,9,6,10,2,3,50
133,5,1,40,5,2,0,2,3,50
133,5,2,80,15,12,10,2,3,50
133,5,3,80,9,6,30,2,3,50
133,6,1,40,5,2,0,3,3,50
133,6,2,120,9,9,10,3,3,50
133,6,3,80,21,12,10,3,3,50
134,1,1,40,5,2,0,1,1,43
134,1,2,160,9,12,30,1,1,43
134,1,3,80,9,6,10,1,1,43
134,2,1,40,5,2,0,3,1,43
134,2,2,80,9,6,50,3,1,43
134,2,3,120,21,6,10,3,1,43
134,3,1,40,5,2,0,1,1,43
134,3,2,160,21,6,50,1,1,43
134,3,3,120,15,6,30,1,1,43
134,4,1,40,5,2,0,2,1,43
134,4,2,160,15,6,10,2,1,43
134,4,3,80,9,6,10,2,1,43
134,5,1,40,5,2,0,2,1,43
134,5,2,80,15,12,10,2,1,43
134,5,3,80,9,6,30,2,1,43
134,6,1,40,5,2,0,3,1,43
134,6,2,120,9,9,10,3,1,43
134,6,3,80,21,12,10,3,1,43
135,1,1,40,5,2,0,3,3,37
135,1,2,160,9,12,30,3,3,37
135,1,3,80,9,6,10,3,3,37
135,2,1,40,5,2,0,3,3,37
135,2,2,80,9,6,50,3,3,37
135,2,3,120,21,6,10,3,3,37
135,3,1,40,5,2,0,1,3,37
135,3,2,160,21,6,50,1,3,37
135,3,3,120,15,6,30,1,3,37
135,4,1,40,5,2,0,2,3,37
135,4,2,160,15,6,10,2,3,37
135,4,3,80,9,6,10,2,3,37
135,5,1,40,5,2,0,2,3,37
135,5,2,80,15,12,10,2,3,37
135,5,3,80,9,6,30,2,3,37
135,6,1,40,5,2,0,3,3,37
135,6,2,120,9,9,10,3,3,37
135,6,3,80,21,12,10,3,3,37
136,1,1,40,5,2,0,3,2,38
136,1,2,160,9,12,30,3,2,38
136,1,3,80,9,6,10,3,2,38
136,2,1,40,5,2,0,3,2,38
136,2,2,80,9,6,50,3,2,38
136,2,3,120,21,6,10,3,2,38
136,3,1,40,5,2,0,1,2,38
136,3,2,160,21,6,50,1,2,38
136,3,3,120,15,6,30,1,2,38
136,4,1,40,5,2,0,2,2,38
136,4,2,160,15,6,10,2,2,38
136,4,3,80,9,6,10,2,2,38
136,5,1,40,5,2,0,2,2,38
136,5,2,80,15,12,10,2,2,38
136,5,3,80,9,6,30,2,2,38
136,6,1,40,5,2,0,3,2,38
136,6,2,120,9,9,10,3,2,38
136,6,3,80,21,12,10,3,2,38
137,1,1,40,5,2,0,3,2,41
137,1,2,160,9,12,30,3,2,41
137,1,3,80,9,6,10,3,2,41
137,2,1,40,5,2,0,3,2,41
137,2,2,80,9,6,50,3,2,41
137,2,3,120,21,6,10,3,2,41
137,3,1,40,5,2,0,1,2,41
137,3,2,160,21,6,50,1,2,41
137,3,3,120,15,6,30,1,2,41
137,4,1,40,5,2,0,2,2,41
137,4,2,160,15,6,10,2,2,41
137,4,3,80,9,6,10,2,2,41
137,5,1,40,5,2,0,2,2,41
137,5,2,80,15,12,10,2,2,41
137,5,3,80,9,6,30,2,2,41
137,6,1,40,5,2,0,3,2,41
137,6,2,120,9,9,10,3,2,41
137,6,3,80,21,12,10,3,2,41
138,1,1,40,5,2,0,3,1,55
138,1,2,160,9,12,30,3,1,55
138,1,3,80,9,6,10,3,1,55
138,2,1,40,5,2,0,3,1,55
138,2,2,80,9,6,50,3,1,55
138,2,3,120,21,6,10,3,1,55
138,3,1,40,5,2,0,1,1,55
138,3,2,160,21,6,50,1,1,55
138,3,3,120,15,6,30,1,1,55
138,4,1,40,5,2,0,2,1,55
138,4,2,160,15,6,10,2,1,55
138,4,3,80,9,6,10,2,1,55
138,5,1,40,5,2,0,2,1,55
138,5,2,80,15,12,10,2,1,55
138,5,3,80,9,6,30,2,1,55
138,6,1,40,5,2,0,3,1,55
138,6,2,120,9,9,10,3,1,55
138,6,3,80,21,12,10,3,1,55
139,1,1,40,5,2,0,1,3,44
139,1,2,160,9,12,30,1,3,44
139,1,3,80,9,6,10,1,3,44
139,2,1,40,5,2,0,3,3,44
139,2,2,80,9,6,50,3,3,44
139,2,3,120,21,6,10,3,3,44
139,3,1,40,5,2,0,1,3,44
139,3,2,160,21,6,50,1,3,44
139,3,3,120,15,6,30,1,3,44
139,4,1,40,5,2,0,2,3,44
139,4,2,160,15,6,10,2,3,44
139,4,3,80,9,6,10,2,3,44
139,5,1,40,5,2,0,2,3,44
139,5,2,80,15,12,10,2,3,44
139,5,3,80,9,6,30,2,3,44
139,6,1,40,5,2,0,3,3,44
139,6,2,120,9,9,10,3,3,44
139,6,3,80,21,12,10,3,3,44
140,1,1,40,5,2,0,3,2,54
140,1,2,160,9,12,30,3,2,54
140,1,3,80,9,6,10,3,2,54
140,2,1,40,5,2,0,3,2,54
140,2,2,80,9,6,50,3,2,54
140,2,3,120,21,6,10,3,2,54
140,3,1,40,5,2,0,1,2,54
140,3,2,160,21,6,50,1,2,54
140,3,3,120,15,6,30,1,2,54
140,4,1,40,5,2,0,2,2,54
140,4,2,160,15,6,10,2,2,54
140,4,3,80,9,6,10,2,2,54
140,5,1,40,5,2,0,2,2,54
140,5,2,80,15,12,10,2,2,54
140,5,3,80,9,6,30,2,2,54
140,6,1,40,5,2,0,3,2,54
140,6,2,120,9,9,10,3,2,54
140,6,3,80,21,12,10,3,2,54
141,1,1,40,5,2,0,3,3,59
141,1,2,160,9,12,30,3,3,59
141,1,3,80,9,6,10,3,3,59
141,2,1,40,5,2,0,3,3,59
141,2,2,80,9,6,50,3,3,59
141,2,3,120,21,6,10,3,3,59
141,3,1,40,5,2,0,1,3,59
141,3,2,160,21,6,50,1,3,59
141,3,3,120,15,6,30,1,3,59
141,4,1,40,5,2,0,2,3,59
141,4,2,160,15,6,10,2,3,59
141,4,3,80,9,6,10,2,3,59
141,5,1,40,5,2,0,2,3,59
141,5,2,80,15,12,10,2,3,59
141,5,3,80,9,6,30,2,3,59
141,6,1,40,5,2,0,3,3,59
141,6,2,120,9,9,10,3,3,59
141,6,3,80,21,12,10,3,3,59
142,1,1,40,5,2,0,3,0,56
142,1,2,160,9,12,30,3,0,56
142,1,3,80,9,6,10,3,0,56
142,2,1,40,5,2,0,3,0,56
142,2,2,80,9,6,50,3,0,56
142,2,3,120,21,6,10,3,0,56
142,3,1,40,5,2,0,1,0,56
142,3,2,160,21,6,50,1,0,56
142,3,3,120,15,6,30,1,0,56
142,4,1,40,5,2,0,2,0,56
142,4,2,160,15,6,10,2,0,56
142,4,3,80,9,6,10,2,0,56
142,5,1,40,5,2,0,2,0,56
142,5,2,80,15,12,10,2,0,56
142,5,3,80,9,6,30,2,0,56
142,6,1,40,5,2,0,3,0,56
142,6,2,120,9,9,10,3,0,56
142,6,3,80,21,12,10,3,0,56
143,1,1,40,5,2,0,1,3,23
143,1,2,160,9,12,30,1,3,23
143,1,3,80,9,6,10,1,3,23
143,2,1,40,5,2,0,3,3,23
143,2,2,80,9,6,50,3,3,23
143,2,3,120,21,6,10,3,3,23
143,3,1,40,5,2,0,1,3,23
143,3,2,160,21,6,50,1,3,23
143,3,3,120,15,6,30,1,3,23
143,4,1,40,5,2,0,2,3,23
143,4,2,160,15,6,10,2,3,23
143,4,3,80,9,6,10,2,3,23
143,5,1,40,5,2,0,2,3,23
143,5,2,80,15,12,10,2,3,23
143,5,3,80,9,6,30,2,3,23
143,6,1,40,5,2,0,3,3,23
143,6,2,120,9,9,10,3,3,23
143,6,3,80,21,12,10,3,3,23
144,1,1,40,5,2,0,1,0,31
144,1,2,160,9,12,30,1,0,31
144,1,3,80,9,6,10,1,0,31
144,2,1,40,5,2,0,3,0,31
144,2,2,80,9,6,50,3,0,31
144,2,3,120,21,6,10,3,0,31
144,3,1,40,5,2,0,1,0,31
144,3,2,160,21,6,50,1,0,31
144,3,3,120,15,6,30,1,0,31
144,4,1,40,5,2,0,2,0,31
144,4,2,160,15,6,10,2,0,31
144,4,3,80,9,6,10,2,0,31
144,5,1,40,5,2,0,2,0,31
144,5,2,80,15,12,10,2,0,31
144,5,3,80,9,6,30,2,0,31
144,6,1,40,5,2,0,3,0,31
144,6,2,120,9,9,10,3,0,31
144,6,3,80,21,12,10,3,0,31
145,1,1,40,5,2,0,3,3,23
145,1,2,160,9,12,30,3,3,23
145,1,3,80,9,6,10,3,3,23
145,2,1,40,5,2,0,3,3,23
145,2,2,80,9,6,50,3,3,23
145,2,3,120,21,6,10,3,3,23
145,3,1,40,5,2,0,1,3,23
145,3,2,160,21,6,50,1,3,23
145,3,3,120,15,6,30,1,3,23
145,4,1,40,5,2,0,2,3,23
145,4,2,160,15,6,10,2,3,23
145,4,3,80,9,6,10,2,3,23
145,5,1,40,5,2,0,2,3,23
145,5,2,80,15,12,10,2,3,23
145,5,3,80,9,6,30,2,3,23
145,6,1,40,5,2,0,3,3,23
145,6,2,120,9,9,10,3,3,23
145,6,3,80,21,12,10,3,3,23
146,1,1,40,5,2,0,3,3,47
146,1,2,160,9,12,30,3,3,47
146,1,3,80,9,6,10,3,3,47
146,2,1,40,5,2,0,3,3,47
146,2,2,80,9,6,50,3,3,47
146,2,3,120,21,6,10,3,3,47
146,3,1,40,5,2,0,1,3,47
146,3,2,160,21,6,50,1,3,47
146,3,3,120,15,6,30,1,3,47
146,4,1,40,5,2,0,2,3,47
146,4,2,160,15,6,10,2,3,47
146,4,3,80,9,6,10,2,3,47
146,5,1,40,5,2,0,2,3,47
146,5,2,80,15,12,10,2,3,47
146,5,3,80,9,6,30,2,3,47
146,6,1,40,5,2,0,3,3,47
146,6,2,120,9,9,10,3,3,47
146,6,3,80,21,12,10,3,3,47
147,1,1,40,5,2,0,3,2,52
147,1,2,160,9,12,30,3,2,52
147,1,3,80,9,6,10,3,2,52
147,2,1,40,5,2,0,3,2,52
147,2,2,80,9,6,50,3,2,52
147,2,3,120,21,6,10,3,2,52
147,3,1,40,5,2,0,1,2,52
147,3,2,160,21,6,50,1,2,52
147,3,3,120,15,6,30,1,2,52
147,4,1,40,5,2,0,2,2,52
147,4,2,160,15,6,10,2,2,52
147,4,3,80,9,6,10,2,2,52
147,5,1,40,5,2,0,2,2,52
147,5,2,80,15,12,10,2,2,52
147,5,3,80,9,6,30,2,2,52
147,6,1,40,5,2,0,3,2,52
147,6,2,120,9,9,10,3,2,52
147,6,3,80,21,12,10,3,2,52
148,1,1,40,5,2,0,3,3,27
148,1,2,160,9,12,30,3,3,27
148,1,3,80,9,6,10,3,3,27
148,2,1,40,5,2,0,3,3,27
148,2,2,80,9,6,50,3,3,27
148,2,3,120,21,6,10,3,3,27
148,3,1,40,5,2,0,1,3,27
148,3,2,160,21,6,50,1,3,27
148,3,3,120,15,6,30,1,3,27
148,4,1,40,5,2,0,2,3,27
148,4,2,160,15,6,10,2,3,27
148,4,3,80,9,6,10,2,3,27
148,5,1,40,5,2,0,2,3,27
148,5,2,80,15,12,10,2,3,27
148,5,3,80,9,6,30,2,3,27
148,6,1,40,5,2,0,3,3,27
148,6,2,120,9,9,10,3,3,27
148,6,3,80,21,12,10,3,3,27
149,1,1,40,5,2,0,3,1,48
149,1,2,160,9,12,30,3,1,48
149,1,3,80,9,6,10,3,1,48
149,2,1,40,5,2,0,3,1,48
149,2,2,80,9,6,50,3,1,48
149,2,3,120,21,6,10,3,1,48
149,3,1,40,5,2,0,1,1,48
149,3,2,160,21,6,50,1,1,48
149,3,3,120,15,6,30,1,1,48
149,4,1,40,5,2,0,2,1,48
149,4,2,160,15,6,10,2,1,48
149,4,3,80,9,6,10,2,1,48
149,5,1,40,5,2,0,2,1,48
149,5,2,80,15,12,10,2,1,48
149,5,3,80,9,6,30,2,1,48
149,6,1,40,5,2,0,3,1,48
149,6,2,120,9,9,10,3,1,48
149,6,3,80,21,12,10,3,1,48
150,1,1,40,5,2,0,3,1,43
150,1,2,160,9,12,30,3,1,43
150,1,3,80,9,6,10,3,1,43
150,2,1,40,5,2,0,3,1,43
150,2,2,80,9,6,50,3,1,43
150,2,3,120,21,6,10,3,1,43
150,3,1,40,5,2,0,1,1,43
150,3,2,160,21,6,50,1,1,43
150,3,3,120,15,6,30,1,1,43
150,4,1,40,5,2,0,2,1,43
150,4,2,160,15,6,10,2,1,43
150,4,3,80,9,6,10,2,1,43
150,5,1,40,5,2,0,2,1,43
150,5,2,80,15,12,10,2,1,43
150,5,3,80,9,6,30,2,1,43
150,6,1,40,5,2,0,3,1,43
150,6,2,120,9,9,10,3,1,43
150,6,3,80,21,12,10,3,1,43
151,1,1,40,5,2,0,1,1,60
151,1,2,160,9,12,30,1,1,60
151,1,3,80,9,6,10,1,1,60
151,2,1,40,5,2,0,3,1,60
151,2,2,80,9,6,50,3,1,60
151,2,3,120,21,6,10,3,1,60
151,3,1,40,5,2,0,1,1,60
151,3,2,160,21,6,50,1,1,60
151,3,3,120,15,6,30,1,1,60
151,4,1,40,5,2,0,2,1,60
151,4,2,160,15,6,10,2,1,60
151,4,3,80,9,6,10,2,1,60
151,5,1,40,5,2,0,2,1,60
151,5,2,80,15,12,10,2,1,60
151,5,3,80,9,6,30,2,1,60
151,6,1,40,5,2,0,3,1,60
151,6,2,120,9,9,10,3,1,60
151,6,3,80,21,12,10,3,1,60
152,1,1,40,5,2,0,1,1,51
152,1,2,160,9,12,30,1,1,51
152,1,3,80,9,6,10,1,1,51
152,2,1,40,5,2,0,3,1,51
152,2,2,80,9,6,50,3,1,51
152,2,3,120,21,6,10,3,1,51
152,3,1,40,5,2,0,1,1,51
152,3,2,160,21,6,50,1,1,51
152,3,3,120,15,6,30,1,1,51
152,4,1,40,5,2,0,2,1,51
152,4,2,160,15,6,10,2,1,51
152,4,3,80,9,6,10,2,1,51
152,5,1,40,5,2,0,2,1,51
152,5,2,80,15,12,10,2,1,51
152,5,3,80,9,6,30,2,1,51
152,6,1,40,5,2,0,3,1,51
152,6,2,120,9,9,10,3,1,51
152,6,3,80,21,12,10,3,1,51
153,1,1,40,5,2,0,3,0,46
153,1,2,160,9,12,30,3,0,46
153,1,3,80,9,6,10,3,0,46
153,2,1,40,5,2,0,3,0,46
153,2,2,80,9,6,50,3,0,46
153,2,3,120,21,6,10,3,0,46
153,3,1,40,5,2,0,1,0,46
153,3,2,160,21,6,50,1,0,46
153,3,3,120,15,6,30,1,0,46
153,4,1,40,5,2,0,2,0,46
153,4,2,160,15,6,10,2,0,46
153,4,3,80,9,6,10,2,0,46
153,5,1,40,5,2,0,2,0,46
153,5,2,80,15,12,10,2,0,46
153,5,3,80,9,6,30,2,0,46
153,6,1,40,5,2,0,3,0,46
153,6,2,120,9,9,10,3,0,46
153,6,3,80,21,12,10,3,0,46
154,1,1,40,5,2,0,3,2,50
154,1,2,160,9,12,30,3,2,50
154,1,3,80,9,6,10,3,2,50
154,2,1,40,5,2,0,3,2,50
154,2,2,80,9,6,50,3,2,50
154,2,3,120,21,6,10,3,2,50
154,3,1,40,5,2,0,1,2,50
154,3,2,160,21,6,50,1,2,50
154,3,3,120,15,6,30,1,2,50
154,4,1,40,5,2,0,2,2,50
154,4,2,160,15,6,10,2,2,50
154,4,3,80,9,6,10,2,2,50
154,5,1,40,5,2,0,2,2,50
154,5,2,80,15,12,10,2,2,50
154,5,3,80,9,6,30,2,2,50
154,6,1,40,5,2,0,3,2,50
154,6,2,120,9,9,10,3,2,50
154,6,3,80,21,12,10,3,2,50
155,1,1,40,5,2,0,3,2,39
155,1,2,160,9,12,30,3,2,39
155,1,3,80,9,6,10,3,2,39
155,2,1,40,5,2,0,3,2,39
155,2,2,80,9,6,50,3,2,39
155,2,3,120,21,6,10,3,2,39
155,3,1,40,5,2,0,1,2,39
155,3,2,160,21,6,50,1,2,39
155,3,3,120,15,6,30,1,2,39
155,4,1,40,5,2,0,2,2,39
155,4,2,160,15,6,10,2,2,39
155,4,3,80,9,6,10,2,2,39
155,5,1,40,5,2,0,2,2,39
155,5,2,80,15,12,10,2,2,39
155,5,3,80,9,6,30,2,2,39
155,6,1,40,5,2,0,3,2,39
155,6,2,120,9,9,10,3,2,39
155,6,3,80,21,12,10,3,2,39
156,1,1,40,5,2,0,1,4,32
156,1,2,160,9,12,30,1,4,32
156,1,3,80,9,6,10,1,4,32
156,2,1,40,5,2,0,3,4,32
156,2,2,80,9,6,50,3,4,32
156,2,3,120,21,6,10,3,4,32
156,3,1,40,5,2,0,1,4,32
156,3,2,160,21,6,50,1,4,32
156,3,3,120,15,6,30,1,4,32
156,4,1,40,5,2,0,2,4,32
156,4,2,160,15,6,10,2,4,32
156,4,3,80,9,6,10,2,4,32
156,5,1,40,5,2,0,2,4,32
156,5,2,80,15,12,10,2,4,32
156,5,3,80,9,6,30,2,4,32
156,6,1,40,5,2,0,3,4,32
156,6,2,120,9,9,10,3,4,32
156,6,3,80,21,12,10,3,4,32
157,1,1,40,5,2,0,3,2,54
157,1,2,160,9,12,30,3,2,54
157,1,3,80,9,6,10,3,2,54
157,2,1,40,5,2,0,3,2,54
157,2,2,80,9,6,50,3,2,54
157,2,3,120,21,6,10,3,2,54
157,3,1,40,5,2,0,1,2,54
157,3,2,160,21,6,50,1,2,54
157,3,3,120,15,6,30,1,2,54
157,4,1,40,5,2,0,2,2,54
157,4,2,160,15,6,10,2,2,54
157,4,3,80,9,6,10,2,2,54
157,5,1,40,5,2,0,2,2,54
157,5,2,80,15,12,10,2,2,54
157,5,3,80,9,6,30,2,2,54
157,6,1,40,5,2,0,3,2,54
157,6,2,120,9,9,10,3,2,54
157,6,3,80,21,12,10,3,2,54
158,1,1,40,5,2,0,1,3,48
158,1,2,160,9,12,30,1,3,48
158,1,3,80,9,6,10,1,3,48
158,2,1,40,5,2,0,3,3,48
158,2,2,80,9,6,50,3,3,48
158,2,3,120,21,6,10,3,3,48
158,3,1,40,5,2,0,1,3,48
