"ID","ChoiceSet","Alternative","Weed","Crawl","Fly","Cost","F","ChosenAlternative"
52,3,2,15,4,20,20,1,1
52,3,3,25,2,12,20,1,1
52,4,1,25,10,20,0,1,2
52,4,2,20,2,12,100,1,2
52,4,3,10,10,20,60,1,2
52,5,1,25,10,20,0,1,3
52,5,2,5,4,12,20,1,3
52,5,3,10,8,4,100,1,3
53,1,1,25,10,20,0,0,2
53,1,2,10,4,12,60,0,2
53,1,3,10,10,12,80,0,2
53,2,1,25,10,20,0,0,2
53,2,2,5,2,4,60,0,2
53,2,3,20,2,16,40,0,2
53,3,1,25,10,20,0,0,3
53,3,2,15,4,16,60,0,3
53,3,3,10,2,16,100,0,3
53,4,1,25,10,20,0,0,2
53,4,2,5,2,8,100,0,2
53,4,3,5,10,12,80,0,2
53,5,1,25,10,20,0,0,2
53,5,2,5,8,4,20,0,2
53,5,3,10,6,4,80,0,2
54,1,1,25,10,20,0,1,2
54,1,2,20,8,4,80,1,2
54,1,3,20,6,12,80,1,2
54,2,1,25,10,20,0,1,2
54,2,2,5,4,12,40,1,2
54,2,3,20,8,16,40,1,2
54,3,1,25,10,20,0,1,3
54,3,2,25,2,12,60,1,3
54,3,3,20,6,4,40,1,3
54,4,1,25,10,20,0,1,2
54,4,2,5,6,12,20,1,2
54,4,3,25,4,4,20,1,2
54,5,1,25,10,20,0,1,3
54,5,2,15,8,20,80,1,3
54,5,3,5,4,4,40,1,3
55,1,1,25,10,20,0,1,2
55,1,2,10,10,8,20,1,2
55,1,3,15,4,8,100,1,2
55,2,1,25,10,20,0,1,2
55,2,2,20,6,12,20,1,2
55,2,3,20,10,4,100,1,2
55,3,1,25,10,20,0,1,2
55,3,2,5,10,4,60,1,2
55,3,3,25,10,8,40,1,2
55,4,1,25,10,20,0,1,3
55,4,2,15,6,16,80,1,3
55,4,3,25,10,8,80,1,3
55,5,1,25,10,20,0,1,2
55,5,2,20,2,4,40,1,2
55,5,3,20,10,12,60,1,2
56,1,1,25,10,20,0,0,1
56,1,2,15,10,12,100,0,1
56,1,3,10,6,12,60,0,1
56,2,1,25,10,20,0,0,2
56,2,2,5,6,12,60,0,2
56,2,3,5,8,16,80,0,2
56,3,1,25,10,20,0,0,3
56,3,2,5,6,12,100,0,3
56,3,3,10,10,8,20,0,3
56,4,1,25,10,20,0,0,3
56,4,2,10,2,20,100,0,3
56,4,3,25,6,8,40,0,3
56,5,1,25,10,20,0,0,3
56,5,2,15,6,16,20,0,3
56,5,3,5,2,16,60,0,3
57,1,1,25,10,20,0,1,1
57,1,2,10,10,20,100,1,1
57,1,3,25,6,20,40,1,1
57,2,1,25,10,20,0,1,2
57,2,2,25,6,20,60,1,2
57,2,3,10,8,20,100,1,2
57,3,1,25,10,20,0,1,2
57,3,2,10,10,8,60,1,2
57,3,3,15,10,20,100,1,2
57,4,1,25,10,20,0,1,2
57,4,2,5,4,8,60,1,2
57,4,3,10,2,20,40,1,2
57,5,1,25,10,20,0,1,2
57,5,2,20,8,4,20,1,2
57,5,3,10,8,16,80,1,2
58,1,1,25,10,20,0,1,3
58,1,2,10,8,4,80,1,3
58,1,3,15,4,8,60,1,3
58,2,1,25,10,20,0,1,2
58,2,2,25,10,4,80,1,2
58,2,3,25,8,12,20,1,2
58,3,1,25,10,20,0,1,1
58,3,2,20,10,8,40,1,1
58,3,3,25,8,8,60,1,1
58,4,1,25,10,20,0,1,2
58,4,2,20,4,4,60,1,2
58,4,3,10,10,8,60,1,2
58,5,1,25,10,20,0,1,3
58,5,2,15,2,16,40,1,3
58,5,3,5,6,4,20,1,3
59,1,1,25,10,20,0,1,2
59,1,2,25,4,12,80,1,2
59,1,3,15,2,20,60,1,2
59,2,1,25,10,20,0,1,1
59,2,2,10,8,12,100,1,1
59,2,3,10,8,12,80,1,1
59,3,1,25,10,20,0,1,2
59,3,2,10,6,4,80,1,2
59,3,3,5,6,12,40,1,2
59,4,1,25,10,20,0,1,3
59,4,2,20,2,16,40,1,3
59,4,3,10,4,20,80,1,3
59,5,1,25,10,20,0,1,3
59,5,2,20,2,20,40,1,3
59,5,3,10,8,20,60,1,3
60,1,1,25,10,20,0,0,2
60,1,2,5,8,20,80,0,2
60,1,3,15,2,12,100,0,2
60,2,1,25,10,20,0,0,3
60,2,2,10,8,12,40,0,3
60,2,3,10,4,16,40,0,3
60,3,1,25,10,20,0,0,3
60,3,2,25,8,16,20,0,3
60,3,3,15,6,4,80,0,3
60,4,1,25,10,20,0,0,2
60,4,2,10,2,8,40,0,2
60,4,3,25,6,20,20,0,2
60,5,1,25,10,20,0,0,2
60,5,2,5,6,12,20,0,2
60,5,3,15,2,12,20,0,2
61,1,1,25,10,20,0,0,2
61,1,2,5,8,16,20,0,2
61,1,3,25,8,8,100,0,2
61,2,1,25,10,20,0,0,3
61,2,2,5,6,20,80,0,3
61,2,3,5,8,12,40,0,3
61,3,1,25,10,20,0,0,2
61,3,2,10,6,4,60,0,2
61,3,3,5,2,16,60,0,2
61,4,1,25,10,20,0,0,1
61,4,2,20,4,20,100,0,1
61,4,3,15,6,20,80,0,1
61,5,1,25,10,20,0,0,3
61,5,2,25,10,20,80,0,3
61,5,3,15,10,4,60,0,3
62,1,1,25,10,20,0,1,1
62,1,2,5,6,12,100,1,1
62,1,3,15,8,16,20,1,1
62,2,1,25,10,20,0,1,3
62,2,2,10,4,16,20,1,3
62,2,3,25,4,4,20,1,3
62,3,1,25,10,20,0,1,1
62,3,2,15,10,16,80,1,1
62,3,3,25,6,12,60,1,1
62,4,1,25,10,20,0,1,3
62,4,2,20,2,20,60,1,3
62,4,3,25,2,4,40,1,3
62,5,1,25,10,20,0,1,2
62,5,2,20,2,20,40,1,2
62,5,3,10,6,20,60,1,2
63,1,1,25,10,20,0,1,3
63,1,2,15,8,20,60,1,3
63,1,3,10,10,8,100,1,3
63,2,1,25,10,20,0,1,3
63,2,2,5,4,12,60,1,3
63,2,3,5,2,4,40,1,3
63,3,1,25,10,20,0,1,3
63,3,2,20,4,20,20,1,3
63,3,3,15,4,16,80,1,3
63,4,1,25,10,20,0,1,3
63,4,2,20,8,12,20,1,3
63,4,3,5,4,4,80,1,3
63,5,1,25,10,20,0,1,3
63,5,2,25,10,16,100,1,3
63,5,3,25,4,8,80,1,3
64,1,1,25,10,20,0,0,2
64,1,2,10,6,4,40,0,2
64,1,3,25,8,16,40,0,2
64,2,1,25,10,20,0,0,3
64,2,2,25,4,12,60,0,3
64,2,3,25,8,20,40,0,3
64,3,1,25,10,20,0,0,2
64,3,2,10,10,16,40,0,2
64,3,3,25,8,20,20,0,2
64,4,1,25,10,20,0,0,3
64,4,2,10,4,20,40,0,3
64,4,3,20,10,12,60,0,3
64,5,1,25,10,20,0,0,3
64,5,2,20,6,16,80,0,3
64,5,3,10,8,12,100,0,3
65,1,1,25,10,20,0,1,2
65,1,2,10,6,16,20,1,2
65,1,3,10,2,20,60,1,2
65,2,1,25,10,20,0,1,2
65,2,2,15,10,4,100,1,2
65,2,3,15,4,16,100,1,2
65,3,1,25,10,20,0,1,2
65,3,2,5,2,4,80,1,2
65,3,3,5,10,8,100,1,2
65,4,1,25,10,20,0,1,3
65,4,2,20,2,8,80,1,3
65,4,3,25,8,8,80,1,3
65,5,1,25,10,20,0,1,2
65,5,2,10,8,12,80,1,2
65,5,3,25,10,12,100,1,2
66,1,1,25,10,20,0,0,2
66,1,2,5,6,4,80,0,2
66,1,3,25,2,8,100,0,2
66,2,1,25,10,20,0,0,3
66,2,2,15,2,16,80,0,3
66,2,3,5,2,16,60,0,3
66,3,1,25,10,20,0,0,2
66,3,2,15,10,8,100,0,2
66,3,3,20,8,16,60,0,2
66,4,1,25,10,20,0,0,2
66,4,2,15,10,4,100,0,2
66,4,3,10,8,12,60,0,2
66,5,1,25,10,20,0,0,3
66,5,2,20,10,16,100,0,3
66,5,3,20,8,12,40,0,3
67,1,1,25,10,20,0,0,3
67,1,2,25,10,12,40,0,3
67,1,3,10,6,12,60,0,3
67,2,1,25,10,20,0,0,3
67,2,2,20,2,8,100,0,3
67,2,3,15,4,16,40,0,3
67,3,1,25,10,20,0,0,2
67,3,2,25,6,16,40,0,2
67,3,3,20,8,4,80,0,2
67,4,1,25,10,20,0,0,2
67,4,2,25,2,8,100,0,2
67,4,3,25,2,20,80,0,2
67,5,1,25,10,20,0,0,2
67,5,2,5,10,4,60,0,2
67,5,3,5,4,12,60,0,2
68,1,1,25,10,20,0,0,3
68,1,2,15,10,20,20,0,3
68,1,3,20,10,12,20,0,3
68,2,1,25,10,20,0,0,1
68,2,2,25,6,20,80,0,1
68,2,3,15,4,20,60,0,1
68,3,1,25,10,20,0,0,3
68,3,2,10,4,16,80,0,3
68,3,3,20,4,4,60,0,3
68,4,1,25,10,20,0,0,2
68,4,2,10,4,12,40,0,2
68,4,3,10,6,20,40,0,2
68,5,1,25,10,20,0,0,2
68,5,2,10,10,8,80,0,2
68,5,3,5,8,16,100,0,2
69,1,1,25,10,20,0,1,2
69,1,2,5,4,4,40,1,2
69,1,3,5,2,8,80,1,2
69,2,1,25,10,20,0,1,2
69,2,2,5,2,8,60,1,2
69,2,3,15,8,12,80,1,2
69,3,1,25,10,20,0,1,3
69,3,2,5,6,16,100,1,3
69,3,3,10,10,8,40,1,3
69,4,1,25,10,20,0,1,3
69,4,2,10,4,12,80,1,3
69,4,3,10,6,12,20,1,3
69,5,1,25,10,20,0,1,3
69,5,2,15,6,20,60,1,3
69,5,3,20,8,16,20,1,3
70,1,1,25,10,20,0,1,2
70,1,2,25,2,8,100,1,2
70,1,3,15,8,20,100,1,2
70,2,1,25,10,20,0,1,1
70,2,2,10,2,12,100,1,1
70,2,3,15,10,20,40,1,1
70,3,1,25,10,20,0,1,2
70,3,2,5,4,4,60,1,2
70,3,3,20,10,16,40,1,2
70,4,1,25,10,20,0,1,3
70,4,2,20,10,12,60,1,3
70,4,3,10,4,20,40,1,3
70,5,1,25,10,20,0,1,2
70,5,2,15,4,4,40,1,2
70,5,3,20,6,4,20,1,2
71,1,1,25,10,20,0,0,2
71,1,2,25,4,4,100,0,2
71,1,3,25,8,20,60,0,2
71,2,1,25,10,20,0,0,2
71,2,2,5,2,12,100,0,2
71,2,3,10,8,20,20,0,2
71,3,1,25,10,20,0,0,2
71,3,2,10,2,12,40,0,2
71,3,3,20,6,16,100,0,2
71,4,1,25,10,20,0,0,2
71,4,2,10,6,8,40,0,2
71,4,3,5,10,8,40,0,2
71,5,1,25,10,20,0,0,2
71,5,2,5,4,12,80,0,2
71,5,3,10,8,16,80,0,2
72,1,1,25,10,20,0,1,2
72,1,2,20,4,4,60,1,2
72,1,3,20,6,12,100,1,2
72,2,1,25,10,20,0,1,1
72,2,2,20,10,20,40,1,1
72,2,3,5,8,20,20,1,1
72,3,1,25,10,20,0,1,2
72,3,2,10,2,8,20,1,2
72,3,3,5,10,12,100,1,2
72,4,1,25,10,20,0,1,3
72,4,2,20,6,8,40,1,3
72,4,3,20,2,8,20,1,3
72,5,1,25,10,20,0,1,2
72,5,2,20,8,8,40,1,2
72,5,3,25,6,8,40,1,2
73,1,1,25,10,20,0,0,3
73,1,2,25,10,12,100,0,3
73,1,3,5,10,20,60,0,3
73,2,1,25,10,20,0,0,2
73,2,2,5,6,16,60,0,2
73,2,3,25,8,20,40,0,2
73,3,1,25,10,20,0,0,3
73,3,2,20,8,16,40,0,3
73,3,3,25,10,8,80,0,3
73,4,1,25,10,20,0,0,3
73,4,2,5,2,8,80,0,3
73,4,3,5,4,4,20,0,3
73,5,1,25,10,20,0,0,3
73,5,2,25,6,16,20,0,3
73,5,3,5,8,8,80,0,3
74,1,1,25,10,20,0,1,3
74,1,2,25,2,20,100,1,3
74,1,3,5,4,8,20,1,3
74,2,1,25,10,20,0,1,3
74,2,2,20,6,20,100,1,3
74,2,3,5,10,16,20,1,3
74,3,1,25,10,20,0,1,2
74,3,2,10,4,4,20,1,2
74,3,3,20,2,8,80,1,2
74,4,1,25,10,20,0,1,3
74,4,2,25,8,20,60,1,3
74,4,3,15,6,12,80,1,3
74,5,1,25,10,20,0,1,1
74,5,2,15,4,12,100,1,1
74,5,3,15,10,20,40,1,1
75,1,1,25,10,20,0,0,3
75,1,2,25,6,16,80,0,3
75,1,3,25,4,12,80,0,3
75,2,1,25,10,20,0,0,2
75,2,2,10,8,16,60,0,2
75,2,3,20,6,4,100,0,2
75,3,1,25,10,20,0,0,3
75,3,2,5,8,16,80,0,3
75,3,3,5,8,4,80,0,3
75,4,1,25,10,20,0,0,3
75,4,2,25,8,12,60,0,3
75,4,3,20,4,16,60,0,3
75,5,1,25,10,20,0,0,3
75,5,2,25,2,12,80,0,3
75,5,3,25,8,8,60,0,3
